,-59,-58,-57,-56,-55,-54,-53,-52,-51,-50,-49,-48,-47,-46,-45,-44,-43,-42,-41,-40,-39,-38,-37,-36,-35,-34,-33,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
14->21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14->22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14->23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14->24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14->25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14->26,0.873225677,0.873661854,0.874098423,0.874535395,0.87497278,0.875410591,0.875848839,0.87628754,0.876726707,0.877166357,0.877606507,0.878047174,0.87848838,0.878930147,0.879372496,0.879815456,0.880259052,0.880703317,0.881148284,0.88159399,0.882040475,0.882487783,0.882935965,0.883385075,0.883835173,0.884286328,0.884738614,0.885192118,0.885646933,0.886103168,0.886560945,0.887020402,0.887481698,0.887945015,0.888410564,0.888878587,0.88934937,0.889823245,0.890300608,0.890781928,0.891267769,0.891758812,0.892255892,0.892760039,0.89327254,0.893765686,0.894266691,0.894777321,0.895299932,0.895797644,0.896262857,0.896733649,0.897212037,0.897701188,0.898206382,0.898737127,0.899312434,0.899976685,0.900641399,0.90130658,0.90130658,0.901972225,0.902638338,0.903304917,0.903882996,0.904342746,0.904671274,0.904806428,0.904713674,0.904461427,0.904093294,0.903638381,0.90311686,0.902574878,0.902016618,0.901445217,0.900863074,0.900272056,0.899673636,0.899068992,0.898459081,0.897844682,0.89722644,0.896604893,0.895980493,0.895353622,0.894724605,0.89409372,0.893461209,0.892827279,0.892192111,0.891555865,0.890918679,0.890280677,0.889641967,0.889002646,0.888362801,0.887722507,0.887081834,0.886440845,0.885799595,0.885158135,0.884516511,0.883874764,0.883232933,0.882591052,0.881949153,0.881307265,0.880665414,0.880023624,0.879381919,0.878740318,0.878098841,0.877457506,0.876816328,0.876175323,0.875534505,0.874893887,0.874253481,0.873613299
14->29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14->33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14->36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14->39,0.62594893,0.627071823,0.628196268,0.629322268,0.630449827,0.631578947,0.632709633,0.633841886,0.634975711,0.636111111,0.637248089,0.638386648,0.639526792,0.640668524,0.641811847,0.642956764,0.64410328,0.645251397,0.646401118,0.647552448,0.648705388,0.649859944,0.651016118,0.652173913,0.653333333,0.654494382,0.655657063,0.656821378,0.657987333,0.65915493,0.660324172,0.661495063,0.662667608,0.663841808,0.665017668,0.666195191,0.667374381,0.668555241,0.669737775,0.670921986,0.672107878,0.673295455,0.674484719,0.675675676,0.676868327,0.678062678,0.679258731,0.680456491,0.68165596,0.682857143,0.684060043,0.685264664,0.686471009,0.687679083,0.688888889,0.69010043,0.691313711,0.692528736,0.693745507,0.694964029,0.694964029,0.696184305,0.69740634,0.698630137,0.6998557,0.701083032,0.702312139,0.703543022,0.704775687,0.706010138,0.707246377,0.708484409,0.709724238,0.710965868,0.712209302,0.713454545,0.714701601,0.715950473,0.717201166,0.718453683,0.719708029,0.720964207,0.722222222,0.723482078,0.724743777,0.726007326,0.727272727,0.728539985,0.729809104,0.731080088,0.732270765,0.733388513,0.734439834,0.735430478,0.736365551,0.737249601,0.738086693,0.738880472,0.739634216,0.740350877,0.741033128,0.741683388,0.742303856,0.742896533,0.743463246,0.744005664,0.744525317,0.745023609,0.74550183,0.745961168,0.746402721,0.746827502,0.747236448,0.747630429,0.748010252,0.748376666,0.74873037,0.749072012,0.7494022,0.7497215
19->21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19->22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19->23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19->24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19->25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19->26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19->29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19->33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19->36,0.48876092,0.489545761,0.490332649,0.491120876,0.49191087,0.492702684,0.493496377,0.494292433,0.495090091,0.495889397,0.49669085,0.497494535,0.498300543,0.499108972,0.499919446,0.50073155,0.501545339,0.502360873,0.503177683,0.503995253,0.504814137,0.505634947,0.506456583,0.50727965,0.508104198,0.508930278,0.509757951,0.510587969,0.511419764,0.512253424,0.51308905,0.513928325,0.514771552,0.515619079,0.51646867,0.517321378,0.518178439,0.519040309,0.519907526,0.520779638,0.521660698,0.52254714,0.523439709,0.524337965,0.525239908,0.526147619,0.527060467,0.527977621,0.528901837,0.529834764,0.530776383,0.531726655,0.532685502,0.533649448,0.534616558,0.535588014,0.536566178,0.537548722,0.538528602,0.539517585,0.539517585,0.540484249,0.541444253,0.542427135,0.543429427,0.544446065,0.545471506,0.54650298,0.547538949,0.548580877,0.549627536,0.550674126,0.551717305,0.552752954,0.553776429,0.554791728,0.55579059,0.556771899,0.557730945,0.55867238,0.559597676,0.56050363,0.561392841,0.562264444,0.563119644,0.563957587,0.564779339,0.565584938,0.566372732,0.56714453,0.567894816,0.56862791,0.569342424,0.570038567,0.570711613,0.571362118,0.571987915,0.572588353,0.573162839,0.573707143,0.574218034,0.574694928,0.575138438,0.575550243,0.575931876,0.576286886,0.576614846,0.576919484,0.5772012,0.577459373,0.5776944,0.577905222,0.578092726,0.578258194,0.578401016,0.578522395,0.578621712,0.578700101,0.578757361,0.578793718
19->39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21->22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21->23,0.192781498,0.193470439,0.194162379,0.194857443,0.195555764,0.196257486,0.196962765,0.197671764,0.198384664,0.199101657,0.199822951,0.200548771,0.20127936,0.202014983,0.202755928,0.203502508,0.204255063,0.205013969,0.205779633,0.206552504,0.207333077,0.208121896,0.208919565,0.209726749,0.210544193,0.211372722,0.212213262,0.213066852,0.213934658,0.214818002,0.215718379,0.216637494,0.217577297,0.218540027,0.219528273,0.220518868,0.221511914,0.222507528,0.22350585,0.224507042,0.225511302,0.226518867,0.227530025,0.228545131,0.22956463,0.230589083,0.23161921,0.232655951,0.23370056,0.234754745,0.235820896,0.236902463,0.238004621,0.239135505,0.24030867,0.241548528,0.24290393,0.244262295,0.245623632,0.246987952,0.246987952,0.248355263,0.249725576,0.251098901,0.252475248,0.253854626,0.255237045,0.256622517,0.25801105,0.259402655,0.260797342,0.262195122,0.263596004,0.265,0.266407119,0.267817372,0.269230769,0.270647321,0.272067039,0.273489933,0.274916013,0.276345291,0.277777778,0.279213483,0.280652418,0.282094595,0.283540023,0.284988713,0.286440678,0.287895928,0.289354473,0.290816327,0.292281498,0.29375,0.295221843,0.296697039,0.298195602,0.299716101,0.301257253,0.302817909,0.304397032,0.305993691,0.307607041,0.309236318,0.310880829,0.312539943,0.314213086,0.315899733,0.317599405,0.319311663,0.321036107,0.322772366,0.324520101,0.326279002,0.32804878,0.329843041,0.331633595,0.333434301,0.335244948,0.337065346
21->24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21->25,0.381741923,0.38256045,0.383351886,0.384114655,0.384847077,0.385547351,0.386213547,0.386843595,0.387435271,0.387986183,0.388493757,0.388955214,0.389367556,0.389727537,0.390031646,0.390276068,0.390456663,0.39056892,0.390581717,0.390487772,0.390279124,0.389947058,0.389482009,0.388873459,0.388109816,0.387178273,0.386064642,0.38475317,0.383226314,0.381464479,0.379445709,0.377145328,0.374650721,0.371981375,0.369200336,0.366294442,0.36329249,0.360181757,0.35704255,0.353968662,0.350914962,0.347882263,0.344871577,0.341884182,0.338921699,0.335986212,0.333080425,0.330207909,0.327373458,0.324583647,0.321847728,0.319179111,0.316597977,0.314136126,0.311683464,0.30923994,0.306805504,0.304380104,0.30196369,0.299556213,0.299556213,0.297157623,0.29476787,0.292386907,0.290014684,0.287651154,0.285296269,0.282949982,0.280612245,0.278283012,0.275962237,0.273726817,0.271628995,0.269639723,0.267737746,0.265907146,0.264135771,0.262414179,0.260734922,0.259092049,0.257480744,0.255897069,0.254337772,0.252800143,0.251281905,0.249781134,0.248296187,0.246825658,0.245368334,0.243952517,0.242574257,0.241230104,0.239917027,0.238632358,0.237373737,0.236139069,0.234926485,0.233734316,0.232561068,0.231405393,0.230266079,0.229142029,0.228032249,0.226935835,0.225851964,0.224779888,0.223718918,0.222668426,0.221627834,0.220596613,0.219574271,0.218560359,0.217554457,0.216556181,0.215565171,0.214581096,0.213603645,0.212632531,0.211667485,0.210722161
21->26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.62E-05,0.000220507,0.000425894,0.000686342,0.000996612,0.001352134,0.001748907,0.002183406,0.00265252,0.003153489,0.003683858,0.004241436,0.004824259,0.005430566,0.00605877,0.006707437,0.007375271,0.008061095,0.008763838,0.009482525,0.010216266,0.010964247,0.01172572,0.0125,0.013286456,0.014084507,0.014893617,0.015713291,0.016504411,0.017268446,0.018006762,0.018720636,0.019411263,0.020079759
21->29,0.304251876,0.304977545,0.305704219,0.306431909,0.30716063,0.307890396,0.30862122,0.309353119,0.310086111,0.310820214,0.311555447,0.312291832,0.313029391,0.31376815,0.314508135,0.315249376,0.315991903,0.316735751,0.317480959,0.318227566,0.318975618,0.319725165,0.32047626,0.321228966,0.321983348,0.322739481,0.323497448,0.324257342,0.325019267,0.325783342,0.326549699,0.32731849,0.328089888,0.328864091,0.329641327,0.330421863,0.331206007,0.331994121,0.332786633,0.333584054,0.334386995,0.335196195,0.336012559,0.336837203,0.337671524,0.338517288,0.339376771,0.340252944,0.341149773,0.342072667,0.343029201,0.344030322,0.345092461,0.346241458,0.347392419,0.348545351,0.349700257,0.350857143,0.352016014,0.353176875,0.353176875,0.354339731,0.355504587,0.356671449,0.357840322,0.35901121,0.36018412,0.361359056,0.362536023,0.363715027,0.364896074,0.366079168,0.367264315,0.36845152,0.369640788,0.370832125,0.372025537,0.373221028,0.374418605,0.375618272,0.376820035,0.3780239,0.379229872,0.380437956,0.381648159,0.382860486,0.384074941,0.385291532,0.386510264,0.387731142,0.388954172,0.390179359,0.39140671,0.39263623,0.393867925,0.3951018,0.396337862,0.397576116,0.398816568,0.400059224,0.40130409,0.402551172,0.403800475,0.405052006,0.40630577,0.407561774,0.408820024,0.410080525,0.411343284,0.412608306,0.413875598,0.415145166,0.416417016,0.417691154,0.418967587,0.42024632,0.42152736,0.422810713,0.424096386,0.425384383
21->33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21->36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21->39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001191895,0.002344666,0.003460208,0.003401361,0.003344482
22->23,0.454842581,0.455246305,0.455653057,0.456062989,0.456475623,0.456890445,0.457307567,0.457727111,0.458149205,0.45857399,0.459001617,0.459432251,0.459866068,0.460301726,0.46073933,0.461178996,0.461620851,0.462065032,0.462511692,0.462960995,0.463413124,0.463868281,0.464326687,0.464788591,0.465254265,0.465724014,0.466198181,0.466677148,0.467161345,0.467651259,0.46814744,0.468649258,0.469155987,0.469668145,0.470184922,0.470706839,0.471232979,0.471763852,0.472296728,0.472831842,0.473369476,0.473909972,0.474451705,0.474994823,0.475539517,0.476086022,0.476634646,0.477185789,0.477736903,0.478287868,0.478838515,0.479388599,0.479937755,0.480485404,0.481030586,0.48157157,0.482104893,0.482647283,0.483193172,0.483751883,0.483751883,0.484311016,0.48487057,0.485430547,0.485990946,0.486545534,0.487091624,0.48762786,0.488157641,0.488690508,0.489222316,0.489753422,0.490284076,0.490817139,0.491354721,0.491896055,0.492440553,0.492987761,0.493537319,0.494090827,0.494645987,0.495204353,0.495765566,0.496329329,0.496895392,0.497463542,0.498035006,0.498608126,0.499184088,0.499763929,0.500346094,0.500931604,0.501519048,0.502106051,0.502691598,0.503275845,0.503854793,0.504422834,0.504976886,0.505513203,0.506026523,0.506513896,0.50697353,0.507403793,0.507798061,0.508152783,0.508468803,0.5087477,0.508992501,0.509202912,0.509380931,0.509527668,0.509644876,0.509733471,0.509797107,0.509836428,0.509852033,0.509845148,0.509816915,0.509768406
22->24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22->25,0.730019657,0.730299194,0.730569416,0.730829546,0.731079306,0.731318119,0.731545362,0.731760367,0.731962717,0.732151347,0.732325424,0.732484362,0.732627205,0.732753249,0.732861387,0.732950765,0.733019388,0.733066166,0.733089532,0.733087774,0.733058226,0.732999154,0.732908232,0.732783312,0.732622006,0.732422107,0.732178859,0.731888828,0.731551565,0.731163048,0.730722363,0.730230078,0.72968906,0.729108343,0.728493542,0.727854868,0.727204193,0.726550021,0.725893225,0.725235574,0.724576097,0.723916867,0.723257844,0.722599882,0.721942119,0.72128655,0.720634629,0.71998471,0.719339728,0.718698091,0.718059118,0.717420124,0.716780924,0.716141229,0.715503102,0.71486414,0.714223363,0.713583574,0.712945533,0.712313044,0.712313044,0.711673411,0.711034256,0.710403178,0.709775604,0.709152537,0.708534403,0.707917618,0.707301879,0.706683977,0.706064628,0.705444309,0.704823349,0.704199829,0.703575361,0.702951154,0.702326356,0.701700307,0.701074864,0.700450754,0.699827851,0.699206732,0.698586569,0.697968547,0.697352458,0.696738127,0.696125407,0.695513634,0.694902757,0.694293224,0.693684947,0.693077846,0.692471852,0.691866466,0.691260824,0.690654984,0.690049799,0.689446423,0.688844747,0.688244671,0.687646108,0.68704933,0.686454237,0.68586007,0.685267121,0.684675015,0.684083725,0.683493223,0.682903786,0.682315373,0.681727947,0.681141755,0.680556471,0.679971795,0.679388247,0.678805526,0.678223865,0.677642977,0.677063088,0.676483924
22->26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22->29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22->33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22->36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22->39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23->24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
